일자,요일,중식계,석식계,month,corona,day_gap,중식_국,중식_메인1,중식_메인2,석식_국,석식_메인1,석식_메인2,출근,휴가비율,출장비율,야근비율,재택비율
2018-09-04,4,938.0,604.0,9,0,0,들깨시래기국,동파삼겹수육,녹두전,가쯔오장국,크림카레우동,왕만두,2410.0,0.0329352153456388,0.09482446615997105,0.16763485477178422,0.0
2018-09-05,3,829.0,425.0,9,0,0,맑은국,샐러드파스타,오징어튀김,육개장,고등어구이,훈제오리냉채,2401.0,0.033659066232356136,0.09735794426348172,0.0,0.0
2018-09-06,2,830.0,538.0,9,0,0,꽃게탕,간장찜닭,연두부*양념장,잔치국수,돈육강정,키위드레싱샐러드,2374.0,0.03836409699601882,0.10242490047050308,0.11794439764111204,0.0
2018-09-07,1,581.0,467.0,9,0,1,미역국,매운주꾸미볶음,새송이버섯전,콩비지찌개,생선까스*칠리소스,두부양념조림,2296.0,0.05935577271082157,0.10966340933767643,0.024390243902439025,0.0
2018-09-10,5,1144.0,535.0,9,0,0,연두부국,돈육고추장불고기,감자채볶음,청국장찌개,가자미튀김,돈육잡채,2421.0,0.035830618892508145,0.08794788273615635,0.1416769929781082,0.0
2018-09-11,4,960.0,570.0,9,0,0,쇠고기미역국,닭매운찜,두부스테이크,김치말이국수,떡볶이,찐옥수수,2424.0,0.024249004705030764,0.09844372059355773,0.15264026402640263,0.0
2018-09-12,3,805.0,435.0,9,0,0,가쯔오장국,오징어튀김,구운채소,매운쇠고기국,유린기,어묵무침,2390.0,0.026420557365182774,0.10857763300760044,0.0,0.0
2018-09-13,2,882.0,571.0,9,0,0,시래기국,등갈비김치찜,부추전,크림스프,수제돈까스*칠리소스,푸실리샐러드,2390.0,0.024249004705030764,0.11074918566775244,0.12426778242677824,0.0
2018-09-14,1,405.0,375.0,9,0,1,고추장찌개,언양식불고기,계란말이,도토리묵냉국,해물누룽지탕,동그랑땡전,2276.0,0.06297502714440825,0.11328266377126311,0.05799648506151142,0.0
2018-09-17,5,1189.0,522.0,9,0,0,어묵국,돈육굴소스볶음,골뱅이무침*소면,들깨버섯국,오징어볶음,단호박계란찜,2420.0,0.0329352153456388,0.09120521172638436,0.1921487603305785,0.0
2018-09-18,4,946.0,597.0,9,0,0,닭개장,류산슬,김치전,우동,순대야채볶음,참치샐러드,2407.0,0.024249004705030764,0.10459645313065509,0.18529289572081428,0.0
2018-09-19,3,833.0,0.0,9,0,0,유부장국,감자프리타타,메밀전병만두,,,,2398.0,0.027868259138617443,0.10423452768729642,0.0,0.0
2018-09-20,2,817.0,468.0,9,0,0,꽃게탕,소고기장조림,명태조림,유부주머니국,해물까스*탈탈소스,단호박범벅,2393.0,0.033659066232356136,0.10025334781035107,0.16088591725867113,0.0
2018-09-21,1,929.0,247.0,9,0,1,아욱된장국,돼지갈비찜/잡채,쭈꾸미숙회무침,시금치된장국,미니채소떡갈비,흑임자곤약샐러드,2262.0,0.09410061527325371,0.08722403184943901,0.022546419098143235,0.0
2018-10-08,5,895.0,442.0,10,0,1,어묵탕,돈육고추장불고기,감자채볶음,참치김치찌개,안동찜닭,고추잡채*꽃빵,2148.0,0.15115864527629233,0.08306595365418895,0.1005586592178771,0.0
2018-10-10,3,1319.0,751.0,10,0,0,맑은국,돈육강정,사과고구마그라탱,쇠고기샤브국,가자미양념찜,꽃맛살볶음,2493.0,0.0285204991087344,0.08270944741532976,0.4187725631768953,0.0
2018-10-11,2,1211.0,743.0,10,0,0,들깨버섯국,오징어볶음,단호박계란찜,우동,타코야끼,콥샐러드,2498.0,0.023885918003565064,0.0855614973262032,0.1721377101681345,0.0
2018-10-12,1,622.0,467.0,10,0,1,설렁탕,김치전,오징어젓무침,호박젓국찌개,장어강정,실곤약흑임자무침,2325.0,0.06844919786096257,0.10267379679144385,0.012043010752688172,0.0
2018-10-15,5,1235.0,533.0,10,0,0,열무된장국,버섯불고기,맛살겨자채,동태찌개,쇠고기장조림,계란말이,2461.0,0.03600713012477719,0.08663101604278074,0.10889882161722877,0.0
2018-10-16,4,928.0,570.0,10,0,0,매운소고기무국,조기구이,우엉잡채,가쯔오장국,닭오븐구이,딸기드레싱샐러드,2469.0,0.022459893048128343,0.09732620320855614,0.1275820170109356,0.0
2018-10-17,3,761.0,422.0,10,0,0,유부장국,생선가스*칠리소스,가래떡구이*조청,차돌박이된장찌개,꽁치구이,미트볼조림,2443.0,0.024242424242424242,0.10481283422459893,0.0,0.0
2018-10-18,2,857.0,532.0,10,0,0,감자국,김치제육볶음,해물파전,짬뽕,탕수육,생과일플레인샐러드,2432.0,0.026381461675579324,0.10659536541889483,0.07195723684210527,0.0
2018-10-19,1,627.0,430.0,10,0,1,오징어국,닭갈비,연두부*양념장,닭곰탕,류산슬,비엔나감자구이,2295.0,0.07379679144385026,0.10802139037433155,0.017429193899782137,0.0
2018-10-22,5,1176.0,498.0,10,0,0,고추장찌개,돈육간장불고기,야채계란찜,옹심이만두국,코다리조림,꽃맛살볶음,2428.0,0.05026737967914439,0.08413547237076649,0.11943986820428336,0.0
2018-10-23,4,902.0,446.0,10,0,0,콩비지찌개,닭볶음탕,메밀전병만두,맑은국,탕수어,감자범벅,2455.0,0.02602495543672014,0.09875222816399287,0.0989816700610998,0.0
2018-10-24,3,777.0,464.0,10,0,0,콩나물국,등갈비김치찜,어묵볶음,대구찌개,언양식불고기,멸치아몬드볶음,2424.0,0.02923351158645276,0.10659536541889483,0.00041254125412541255,0.0
2018-10-25,2,722.0,469.0,10,0,0,얼갈이국,쇠고기낙지볶음,시금치프리타타,김치우동,깐풍기,멕시칸샐러드,2380.0,0.0392156862745098,0.11229946524064172,0.06638655462184874,0.0
2018-10-26,1,528.0,370.0,10,0,1,근대국,오징어볶음,두부새싹구이,육개장,가자미카레튀김,메추리알조림,2234.0,0.09376114081996435,0.10980392156862745,0.011190689346463742,0.0
2018-10-29,5,1156.0,596.0,10,0,0,황태국,소불고기,홍어채무침,해물된장찌개,짬뽕불고기,도토리묵무침,2400.0,0.05525846702317291,0.08912655971479501,0.13166666666666665,0.0
2018-10-30,4,932.0,449.0,10,0,0,어묵국,동파삼겹수육,실곤약야채무침,부대찌개,갈치구이,버섯잡채,2416.0,0.031729055258467025,0.10695187165775401,0.08526490066225166,0.0
2018-10-31,3,930.0,0.0,10,0,0,콩나물국,수제돈가스,닭살겨자채,,,,2388.0,0.039572192513368985,0.10909090909090909,0.0,0.0
2018-11-01,2,703.0,483.0,11,0,0,시래기국,마늘간장치킨,새송이버섯전,가쯔오장국,로제스파게티,웨지감자,2427.0,0.03161634103019538,0.10621669626998224,0.07086938607334158,0.0
2018-11-02,1,539.0,434.0,11,0,1,배추된장국,훈제오리구이,참치야채전,순두부찌개,해물누룽지탕,계란말이,2305.0,0.07495559502664298,0.10621669626998224,0.018655097613882864,0.0
2018-11-05,5,1088.0,542.0,11,0,0,쇠고기샤브국,오징어볶음,단호박계란찜,감자국,돈육간장불고기,쫄면무침,2463.0,0.0369449378330373,0.08809946714031971,0.15874949248883474,0.0
2018-11-06,4,813.0,540.0,11,0,0,매운콩나물국,닭데리야끼구이,해파리냉채,미소장국,쇠고기퀘사디아,과일샐러드,2477.0,0.024511545293072826,0.0955595026642984,0.1586596689543803,0.0
2018-11-07,3,860.0,379.0,11,0,0,맑은국,사천식탕수육,탕평채,된장찌개,해물청경채볶음,두부커틀릿,2448.0,0.024156305506216696,0.10621669626998224,0.0,0.0
2018-11-08,2,926.0,443.0,11,0,0,미역국,닭갈비,동태포전,뼈감자탕,해물까스*탈탈소스,풍기샐러드,2458.0,0.02557726465364121,0.10124333925399645,0.1240846216436127,0.0
2018-11-09,1,496.0,454.0,11,0,1,육개장,고등어구이,비엔나케찹볶음,콩비지찌개,쇠고기장조림,메밀전병만두,2328.0,0.06571936056838366,0.10728241563055062,0.01632302405498282,0.0
2018-11-12,5,1154.0,574.0,11,0,0,순두부찌개,소고기불고기,골뱅이무침*소면,차돌박이찌개,유린기,마파두부,2464.0,0.04369449378330373,0.08099467140319716,0.1627435064935065,0.0
2018-11-13,4,783.0,468.0,11,0,0,청국장찌개,돈육강정,두부양념조림,미니짬뽕,고구마그라탕,키위드레싱샐러드,2444.0,0.03232682060390764,0.0994671403197158,0.1342062193126023,0.0
2018-11-14,3,800.0,391.0,11,0,0,팽이장국,치킨핑거*요거트드레싱,꽃맛살샐러드,시금치된장국,매운돼지갈비찜,옥수수계란찜,2463.0,0.03161634103019538,0.09342806394316164,0.0,0.0
2018-11-15,2,747.0,540.0,11,0,0,아욱국,유자청제육볶음,오징어숙회무침,유부장국,닭오븐구이,멕시칸샐러드,2386.0,0.0522202486678508,0.10017761989342806,0.12196144174350378,0.0
2018-11-16,1,616.0,435.0,11,0,1,알탕,언양식불고기,부추깻잎전,콩가루배추국,미트볼케찹조림,황태양념구이,2269.0,0.0891651865008881,0.10479573712255773,0.02600264433671221,0.0
2018-11-19,5,1124.0,442.0,11,0,0,꽃게탕,돈육굴소스볶음,매운어묵볶음,닭개장,코다리양념조림,모듬소세지구이,2467.0,0.04191829484902309,0.08170515097690942,0.16862586137008512,0.0
2018-11-20,4,740.0,485.0,11,0,0,들깨시래기국,주꾸미볶음,메추리알조림,가쯔오장국,탄두리치킨,콥샐러드,2467.0,0.02486678507992895,0.09875666074600355,0.139440616132955,0.0
2018-11-21,3,832.0,411.0,11,0,0,맑은국,새우까스*탈탈소스,파스타샐러드,열무된장국,삼겹살구이,감자채볶음,2444.0,0.028774422735346358,0.10301953818827708,0.0,0.0
2018-11-22,2,718.0,436.0,11,0,0,콩나물국,닭볶음탕,두부구이*양념장,해물수제비,양장피잡채,부추만두,2448.0,0.028419182948490232,0.10195381882770871,0.13276143790849673,0.0
2018-11-23,1,527.0,363.0,11,0,1,근대국,버섯불고기,쫄면무침,고추장찌개,돈육장조림,김치전,2288.0,0.07886323268206039,0.108348134991119,0.024912587412587412,0.0
2018-11-26,5,1077.0,476.0,11,0,0,얼갈이국,닭갈비,감자프리타타,부대찌개,굴비구이,우엉잡채,2493.0,0.03801065719360568,0.0763765541740675,0.1793020457280385,0.0
2018-11-27,4,839.0,529.0,11,0,0,배추된장국,짬뽕불고기,늙은호박전,잔치국수,돈육강정,시금치흑임자샐러드,2491.0,0.021314387211367674,0.09378330373001777,0.16780409474106783,0.0
2018-11-28,3,862.0,0.0,11,0,0,가쯔오장국,오징어튀김,과일샐러드,,,,2448.0,0.024511545293072826,0.10586145648312612,0.0004084967320261438,0.0
2018-11-29,2,794.0,454.0,11,0,0,두부김치국,레몬탕수육,어묵꽈리고추볶음,연두부탕,미니함박조림,해파리겨자채,2436.0,0.030550621669627,0.10408525754884547,0.14532019704433496,0.0
2018-11-30,1,543.0,362.0,11,0,1,매운버섯국,해물누룽지탕,계란말이,어묵국,깐풍기,새송이버섯전,2305.0,0.06962699822380107,0.11154529307282415,0.026030368763557483,0.0
2018-12-03,5,1248.0,544.0,12,0,0,미역국,쇠고기낙지볶음,계란찜,된장찌개,돈육간장불고기,해물파전,2579.0,0.028109627547434995,0.0657062543921293,0.309422256688639,0.0
2018-12-04,4,911.0,617.0,12,0,0,차돌박이찌개,유린기,모듬버섯볶음,옥수수스프,굴소스볶음밥,쇠고기퀘사디아,2536.0,0.022487702037947997,0.08643710470836262,0.31624605678233436,0.0
2018-12-05,3,885.0,414.0,12,0,0,유부장국,언양식불고기,주꾸미초무침,육개장,삼치구이,모듬소세지볶음,2505.0,0.03056921995783556,0.08924806746310611,0.0,0.0
2018-12-06,2,765.0,515.0,12,0,0,콩나물국,오리불고기,셀프무쌈말이,쌀국수,웨지감자,하와이안샐러드,2490.0,0.03162333099086437,0.09346451159522136,0.23654618473895583,0.0
2018-12-07,1,674.0,353.0,12,0,1,떡만두국,쇠고기모듬장조림,동그랑땡전,쇠고기샤브국,오징어볶음,두부계란부침,2364.0,0.06394940267041462,0.10541110330288124,0.03510998307952622,0.0
2018-12-10,5,1201.0,597.0,12,0,0,아욱국,제육볶음,감자그라탕,순두부찌개,미트볼케찹조림,돈육잡채,2544.0,0.03443429374560787,0.07167955024595925,0.33922955974842767,0.0
2018-12-11,4,883.0,569.0,12,0,0,시금치국,등갈비김치찜,메밀전,우동,떡볶이,과일샐러드,2527.0,0.024244553759662685,0.08784258608573436,0.28333992876929165,0.0
2018-12-12,3,788.0,354.0,12,0,0,가쯔오국,가자미튀김,고추잡채*꽃빵,오징어국,양념치킨,오꼬노미야끼계란말이,2509.0,0.02635277582572031,0.09205903021784961,0.0,0.0
2018-12-13,2,765.0,475.0,12,0,0,매운어묵국,동파삼겹수육,맛살전,계란국,사천식탕수육,부추만두,2528.0,0.022839072382290933,0.08889669711876318,0.2579113924050633,0.0
2018-12-14,1,664.0,411.0,12,0,1,동태찌개,치즈함박스테이크,두부조림,김치찌개,안동찜닭,새송이고추장구이,2409.0,0.05621925509486999,0.09732958538299367,0.04690743046907431,0.0
2018-12-17,5,1170.0,421.0,12,0,0,콩나물국,짬뽕불고기,메추리알조림,된장찌개,주꾸미볶음,비엔나감자볶음,2555.0,0.03162333099086437,0.07062543921293044,0.2356164383561644,0.0
2018-12-18,4,813.0,432.0,12,0,0,연두부탕,닭볶음탕,해물김치전,김치말이국수,오징어초무침,꽃맛살샐러드,2516.0,0.03056921995783556,0.08538299367533381,0.208664546899841,0.0
2018-12-19,3,710.0,390.0,12,0,0,팽이장국,탕수어,쫄면무침,콩비지찌개,고등어구이,닭살겨자냉채,2504.0,0.030217849613492623,0.08995080815179199,0.0,0.0
2018-12-20,2,784.0,373.0,12,0,0,근대국,돼지갈비찜,두부새싹구이,옛날돈까스,크림스프,감자범벅/양배추샐러드,2498.0,0.03724525650035137,0.08503162333099086,0.09407526020816653,0.0
2018-12-21,1,456.0,456.0,12,0,1,닭개장,갈치양념조림,고기전,쇠고기미역국,생선까스*탈탈소스,마파두부,2410.0,0.06148981026001406,0.09170765987350668,0.06763485477178423,0.0
2018-12-24,5,296.0,104.0,12,0,1,열무된장국,훈제오리구이,매운어묵볶음,민물새우찌개,닭갈비,버섯잡채,1793.0,0.3141250878425861,0.05586788475052706,0.014500836586726157,0.0
2018-12-26,3,695.0,0.0,12,0,0,아욱국,돈육굴소스볶음,골뱅이무침*소면,,,,2421.0,0.0646521433591005,0.08468025298664793,0.0,0.0
2018-12-27,2,517.0,251.0,12,0,0,순두부찌개,오징어볶음,계란말이,짬뽕,깐풍기,키위드레싱샐러드,2411.0,0.06394940267041462,0.08889669711876318,0.054749066777270844,0.0
2018-12-28,1,491.0,406.0,12,0,1,고추장찌개,버섯불고기,해물동그랑땡,육개장,코다리조림,꽃맛살볶음,2267.0,0.1106816584680253,0.09276177090653549,0.007940008822232024,0.0
2018-12-31,5,332.0,135.0,12,0,1,콩나물국,돈육고추장불고기,감자채볶음,들깨시래기국,훈제오리볶음,계란찜,1629.0,0.38123682361208716,0.046380885453267746,0.017188459177409455,0.0
2019-01-02,3,1201.0,407.0,1,0,0,떡국,소갈비찜,해물파전,부대찌개,마늘간장치킨,두부양념조림,2748.0,0.036180904522613064,0.04321608040201005,0.0,0.0
2019-01-03,2,858.0,494.0,1,0,0,차돌박이찌개,안동찜닭,주꾸미초무침,우동,깐풍육,콘샐러드,2658.0,0.04020100502512563,0.06934673366834171,0.1670428893905192,0.0
2019-01-04,1,668.0,482.0,1,0,1,두부김치국,언양식불고기,삼치구이,북어계란국,미트볼떡조림,도토리묵무침,2533.0,0.07303182579564489,0.07839195979899498,0.025661271219897353,0.0
2019-01-07,5,1072.0,407.0,1,0,0,시래기국,쇠고기숙주볶음,늙은호박전,미역국,매운돼지갈비찜,연두부*양념장,2661.0,0.03785594639865997,0.07068676716917922,0.16497557309282224,0.0
2019-01-08,4,839.0,417.0,1,0,0,콩나물국,치즈함박스테이크,고등어구이,잔치국수,유린기,매쉬드포테이토,2664.0,0.03283082077051926,0.0747068676716918,0.16666666666666666,0.0
2019-01-09,3,778.0,335.0,1,0,0,맑은국,치킨핑거*요거트소스,하와이안샐러드,닭곰탕,오징어볶음,오꼬노미야끼계란말이,2675.0,0.02847571189279732,0.07537688442211055,0.0,0.0
2019-01-10,2,767.0,475.0,1,0,0,육개장,탕수육,감자프리타타,가쯔오국,크림카레우동,해물까스*칠리소스,2648.0,0.03149078726968174,0.0814070351758794,0.13708459214501512,0.0
2019-01-11,1,627.0,430.0,1,0,1,꽃게탕,고추잡채*꽃빵,메밀전,해물순두부찌개,닭데리야끼구이,셀프무쌈말이,2557.0,0.0592964824120603,0.08408710217755444,0.00039108330074305825,0.0
2019-01-14,5,1163.0,573.0,1,0,0,알탕,돈육굴소스볶음,감자채볶음,김치찌개,굴비구이,모듬소세지볶음,2700.0,0.033165829145728645,0.062311557788944726,0.18037037037037038,0.0
2019-01-15,4,963.0,569.0,1,0,0,어묵국,등갈비김치말이,해파리냉채,팽이가쯔오장국,로제파스타,키위드레싱샐러드,2691.0,0.023785594639865997,0.0747068676716918,0.15496098104793757,0.0
2019-01-16,3,1021.0,356.0,1,0,0,맑은국,유산슬,군만두,된장찌개,돈육장조림,해물김치전,2677.0,0.02680067001675042,0.0763819095477387,0.0,0.0
2019-01-17,2,837.0,515.0,1,0,0,봄동된장국,쇠고기낙지볶음,두부스테이크,미역장국,모듬튀김*칠리소스,멕시칸샐러드,2667.0,0.023785594639865997,0.08274706867671691,0.12223472065991751,0.0
2019-01-18,1,585.0,386.0,1,0,1,콩나물김치국,순살파닭,실곤약초무침,닭개장,해물청경채볶음,버섯잡채,2513.0,0.06566164154103853,0.09246231155778895,0.0003979307600477517,0.0
2019-01-21,5,1270.0,579.0,1,0,0,고추장찌개,버섯불고기,야채계란찜,차돌박이찌개,주꾸미볶음,두부새싹구이,2672.0,0.03819095477386935,0.06666666666666667,0.1751497005988024,0.0
2019-01-22,4,889.0,564.0,1,0,0,배추된장국,닭볶음탕,새송이버섯전,미소장국,또띠아피자,과일샐러드,2682.0,0.024455611390284758,0.07705192629815745,0.16256524981357195,0.0
2019-01-23,3,958.0,392.0,1,0,0,맑은국,생선까스*탈탈소스,파스타샐러드,아욱국,돈육강정,신김치도토리묵,2675.0,0.0288107202680067,0.07504187604690117,0.0,0.0
2019-01-24,2,827.0,520.0,1,0,0,얼갈이국,누룽지탕수육,오징어초무침,쌀국수,국물떡볶이,시저샐러드,2653.0,0.030485762144053602,0.08073701842546063,0.15114964191481342,0.0
2019-01-25,1,667.0,431.0,1,0,1,수제비국,짬뽕불고기,멸치호두볶음,콩비지찌개,닭갈비,동태전,2532.0,0.062311557788944726,0.08944723618090453,0.00039494470774091627,0.0
2019-01-28,5,1140.0,511.0,1,0,0,된장찌개,김치제육볶음,사과고구마그라탱,배추된장국,양념갈비찜,탕평채,2688.0,0.03149078726968174,0.0680067001675042,0.15848214285714285,0.0
2019-01-29,4,968.0,278.0,1,0,0,새알만두국,양파치킨,돈육잡채,나가사끼짬뽕,순대야채볶음,딸기드레싱샐러드,2705.0,0.020435510887772193,0.07336683417085427,0.1423290203327172,0.0
2019-01-30,3,679.0,0.0,1,0,0,유부장국,새우까스*칠리소스,쫄면무침,,,,2693.0,0.022110552763819097,0.07571189279731994,0.0003713330857779428,0.0
2019-01-31,2,765.0,524.0,1,0,0,청국장찌개,갈치구이,비엔나감자볶음,옛날왕돈까스,옥수수스프,감자범벅/피클,2671.0,0.032160804020100506,0.07303182579564489,0.1216772744290528,0.0
2019-02-01,1,804.0,171.0,2,0,1,시금치국,동파삼겹수육,해물파전,참치김치찌개,소고기모듬장조림,셀프무쌈말이,2343.0,0.10085531004989308,0.06414825374198146,0.0008536064874093043,0.0
2019-02-07,2,1144.0,553.0,2,0,0,열무된장국,훈제오리구이,매운어묵볶음,연두부탕,양념치킨,견과류조림,2313.0,0.1397006414825374,0.03599429793300071,0.1932555123216602,0.0
2019-02-08,1,970.0,532.0,2,0,1,황태국,제육볶음,들깨버섯무침,쇠고기국,해물누룽지탕,미트볼케찹조림,2243.0,0.13292943692088383,0.06771204561653599,0.0013374944271065537,0.0
2019-02-11,5,1459.0,772.0,2,0,0,어묵국,소불고기,계란말이,된장찌개,닭볶음탕,부추호박전,2580.0,0.023877405559515324,0.05666429080541696,0.2937984496124031,0.0
2019-02-12,4,1102.0,649.0,2,0,0,순두부찌개,돈육장조림,옥수수전,가쯔오장국,사천식탕수육,콘샐러드,2515.0,0.018175338560228082,0.08553100498930863,0.2576540755467197,0.0
2019-02-13,3,1044.0,497.0,2,0,0,맑은국,메추리알조림,고구마튀김,근대국,돈육간장볶음,마파두부,2514.0,0.021739130434782608,0.08232359230220955,0.0,0.0
2019-02-14,2,963.0,578.0,2,0,0,꽃게탕,미니채소떡갈비,카레감자채볶음,우동,케이준샐러드,또띠아견과칩,2494.0,0.02601568068424804,0.08517462580185317,0.24258219727345628,0.0
2019-02-15,1,682.0,450.0,2,0,1,봄동된장국,오징어볶음,연두부*양념장,육개장,탕수어,우엉잡채,2369.0,0.05666429080541696,0.09907341411261582,0.00042211903756859433,0.0
2019-02-18,5,1314.0,678.0,2,0,0,콩비지찌개,치즈함박스테이크,새송이버섯전,얼갈이국,돈육굴소스볶음,홍어채무침,2507.0,0.03706343549536707,0.06949394155381326,0.2903869166334264,0.0
2019-02-19,4,1052.0,653.0,2,0,0,차돌박이찌개,굴비구이,오징어야채무침,가쯔오장국,탄두리치킨,딸기드레싱샐러드,2516.0,0.022095509622238062,0.08125445473984319,0.2635135135135135,0.0
2019-02-20,3,1005.0,472.0,2,0,0,맑은국,치킨핑거,김치찐만두,매운버섯국,가자미튀김,모듬소세지구이,2500.0,0.02316464718460442,0.08588738417676407,0.0,0.0
2019-02-21,2,955.0,620.0,2,0,0,아욱국,돼지갈비찜,시금치프리타타,미니잔치국수,생선까스*칠리소스,콥샐러드,2456.0,0.02886671418389166,0.09586600142551675,0.21986970684039087,0.0
2019-02-22,1,631.0,478.0,2,0,1,돈육김치찌개,언양식불고기,맛살냉채,오징어국,닭갈비,동그랑땡전,2327.0,0.06343549536707056,0.10727013542409124,0.0004297378599054577,0.0
2019-02-25,5,1299.0,645.0,2,0,0,고추장찌개,버섯불고기,두부양념조림,콩나물국,류산슬,돈육잡채,2470.0,0.043478260869565216,0.07626514611546685,0.3044534412955466,0.0
2019-02-26,4,924.0,566.0,2,0,0,쇠고기미역국,미트볼칠리조림,고등어구이,짬뽕,깐풍기,생과일플레인샐러드,2458.0,0.038845331432644334,0.08517462580185317,0.26200162733930027,0.0
2019-02-27,3,944.0,0.0,2,0,0,유부장국,오징어튀김,떡밤초,자기계발의날,*,,2432.0,0.03563791874554526,0.09764789736279401,0.0,0.0
2019-02-28,2,772.0,464.0,2,0,1,콩가루배추된장국,돈삼겹보쌈,매운어묵볶음,소고기무국,주꾸미볶음,맛살전,2281.0,0.09052031361368496,0.09657875980042765,0.05085488820692679,0.0
2019-03-04,5,1274.0,658.0,3,0,0,해물된장찌개,돈육간장불고기,옥수수계란찜,김치순두부찌개,소고기장조림,도토리묵야채무침,2451.0,0.07510578279266572,0.06064880112834979,0.28886168910648713,0.0
2019-03-05,4,940.0,646.0,3,0,0,육개장,고추잡채*꽃빵,삼치구이,미니우동,떡볶이,김말이&만두튀김,2539.0,0.02362482369534556,0.08110014104372355,0.2898779046868846,0.0
2019-03-06,3,1061.0,443.0,3,0,0,미역장국,코다리강정,닭가슴살냉채,쇠고기샤브국,오징어볶음,고구마그라탕,2542.0,0.019746121297602257,0.08392101551480959,0.0,0.0
2019-03-07,2,845.0,637.0,3,0,0,북어해장국,소고기낙지볶음,녹두전,단호박스프,로제스파게티,쇠고기퀘사디아,2526.0,0.015867418899858956,0.09344146685472496,0.23317498020585906,0.0
2019-03-08,1,663.0,542.0,3,0,1,차돌박이찌개,해물누룽지탕,비엔나컬리플라워조림,시금치국,수원왕갈비통닭,오꼬노미야끼계란말이,2406.0,0.045839210155148094,0.10578279266572638,0.0016625103906899418,0.0
2019-03-11,5,1277.0,707.0,3,0,0,어묵국,쇠고기숙주볶음,감자프리타타,된장찌개,유자청제육볶음,두부구이*양념장,2550.0,0.028561354019746122,0.07228490832157969,0.27058823529411763,0.0
2019-03-12,4,956.0,653.0,3,0,0,쑥국,안동찜닭,해물김치전,미소장국,모듬튀김*칠리소스,멕시칸샐러드,2533.0,0.02080394922425952,0.08603667136812412,0.2534544018949862,0.0
2019-03-13,3,953.0,442.0,3,0,0,가쯔오장국,고구마치즈구이,쫄면무침,수제비국,순살파닭,꽃맛살볶음,2531.0,0.02150916784203103,0.08603667136812412,0.0,0.0
2019-03-14,2,791.0,530.0,3,0,0,우거지해장국,갈치구이,모듬소시지구이,양송이스프,딸기드레싱샐러드,감자범벅,2488.0,0.021861777150916785,0.1008462623413258,0.16760450160771703,0.0
2019-03-15,1,630.0,466.0,3,0,1,열무된장국,등갈비김치찜,메밀전병만두,달래된장국,레몬탕수육,우엉잡채,2358.0,0.0613540197461213,0.1071932299012694,0.0016963528413910093,0.0
2019-03-18,5,1261.0,619.0,3,0,0,콩나물국,버섯불고기,오징어숙회무침,배추된장국,닭갈비,메추리알곤약조림,2512.0,0.03772919605077574,0.07651622002820875,0.24164012738853502,0.0
2019-03-19,4,990.0,627.0,3,0,0,아욱국,동파육,계란찜,김치우동,해물까스/케찹,시금치흑임자샐러드,2516.0,0.02538787023977433,0.08744710860366714,0.2197933227344992,0.0
2019-03-20,3,970.0,412.0,3,0,0,맑은국,야채튀김,시저샐러드,닭개장,고등어구이,훈제오리냉채,2498.0,0.027150916784203102,0.09203102961918194,0.0,0.0
2019-03-21,2,1214.0,470.0,3,0,0,미역국,한방소갈비찜,동태전/새송이전,쌀국수,수제고로케,과일샐러드,2495.0,0.028561354019746122,0.09167842031029619,0.18316633266533067,0.0
2019-03-22,1,567.0,466.0,3,0,1,해물된장찌개,돈육굴소스볶음,달래두부무침,참치김치찌개,언양식불고기,해파리냉채,2373.0,0.05923836389280677,0.10401974612129761,0.0012642225031605564,0.0
2019-03-25,5,1150.0,555.0,3,0,0,꽃게탕,소고기장조림,두부구이,시래기국,삼겹살구이,감자채볶음,2493.0,0.03913963328631876,0.08180535966149506,0.23465703971119134,0.0
2019-03-26,4,919.0,541.0,3,0,0,무채국,제육볶음,들깨버섯무침,맑은국,간장치킨,떡꼬지,2501.0,0.02926657263751763,0.08885754583921016,0.20991603358656538,0.0
2019-03-27,3,856.0,0.0,3,0,0,가쯔오장국,돈육칠리강정,모듬묵샐러드,자기개발의날,*,,2485.0,0.03244005641748942,0.09132581100141043,0.0,0.0
2019-03-28,2,810.0,597.0,3,0,0,어묵탕,매운돼지갈비찜,야채계란말이,우동,오징어초무침,모짜렐라핫도그,2470.0,0.029619181946403384,0.09943582510578279,0.21133603238866397,0.0
2019-03-29,1,481.0,402.0,3,0,1,알탕,미니함박조림,셀프무쌈말이,쇠고기샤브국,깐풍기,동그랑땡전,2296.0,0.08427362482369534,0.10613540197461213,0.00043554006968641115,0.0
2019-04-01,5,1029.0,577.0,4,0,0,황태국,소고기숙주볶음,계란찜,감자국,새송이너비아니구이,가자미양념찜,2499.0,0.0446491849751949,0.06980864635010631,0.24449779911964786,0.0
2019-04-02,4,855.0,491.0,4,0,0,연두부탕,오징어볶음,궁중떡볶음,꼬지어묵국,탕수육,콥샐러드,2502.0,0.02374202693125443,0.08965272856130405,0.20543565147881696,0.0
2019-04-03,3,790.0,411.0,4,0,0,들깨시래기국,순대볶음,쫄면,부대찌개,돈육장조림,어묵잡채,2480.0,0.020907158043940468,0.1002834868887314,0.0,0.0
2019-04-04,2,745.0,462.0,4,0,0,돈육김치찌개,안동찜닭,야채비빔만두,뼈감자탕,해물까스*와사비소스,단호박*팥찜,2474.0,0.021261516654854713,0.10205527994330262,0.17340339531123686,0.0
